No.,Date,ID,Name,Switch,Brightness(%),Power Rate(%),Power Sum(W),Power AC(W),Power DC(W),Power Limit Hard(W),Power Limit Soft(W),Current Sum(A),Current Limit(A),DR(%),Led Count,Energy (kWh)
15500,12/28/21 9:14:02 AM,1_1,1号充电桩,1,100,100,1143,1143,0,0,0,5,0,0,1,18.857
12136,12/28/21 9:14:02 AM,1_4,4号充电桩,1,100,100,2406,2406,0,0,0,11,0,0,1,27.468
12647,12/28/21 9:14:02 AM,1_3,3号充电桩,1,100,100,1914,1914,0,0,0,8,0,0,1,16.59
11127,12/28/21 9:14:12 AM,1_51,配电箱总功�,1,50,100,7645,7645,0,30000,8800,35,0,0,7,119.422
8068,12/28/21 9:14:16 AM,1_62,B相电流上限,1,50,100,7286,7286,0,10000,0,33,0,0,5,97.187
5038,12/28/21 9:14:47 AM,1_65,四个充电桩�,1,25,46,7087,7087,0,10000,0,33,35,0,4,90.577
9589,12/28/21 9:15:03 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.489
6571,12/28/21 9:15:03 AM,1_63,C相电流上限,1,100,100,166,166,0,10000,0,1,0,0,1,13.717
589,12/28/21 9:15:03 AM,1_73,C相充电桩电,1,40,100,166,166,0,0,0,1,0,0,1,13.71
2048,12/28/21 9:15:03 AM,1_72,B相充电桩电,1,25,100,7043,7043,0,8800,0,33,0,0,4,90.529
3553,12/28/21 9:15:03 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.495
14486,12/28/21 9:15:03 AM,1_11,充电桩上电,1,25,100,7043,7043,0,0,0,33,0,0,4,90.394
12137,12/28/21 9:15:03 AM,1_4,4号充电桩,1,100,100,2328,2328,0,0,0,10,0,0,1,27.508
13435,12/28/21 9:15:03 AM,1_2,2号充电桩,1,100,100,1690,1690,0,0,0,7,0,0,1,26.452
15501,12/28/21 9:15:03 AM,1_1,1号充电桩,1,100,100,1108,1108,0,0,0,5,0,0,1,18.876
12648,12/28/21 9:15:03 AM,1_3,3号充电桩,1,100,100,1917,1917,0,0,0,8,0,0,1,16.623
11128,12/28/21 9:15:12 AM,1_51,配电箱总功�,1,50,100,7502,7502,0,30000,8800,35,0,0,7,119.547
8069,12/28/21 9:15:16 AM,1_62,B相电流上限,1,50,100,7236,7236,0,10000,0,33,0,0,5,97.306
2049,12/28/21 9:15:22 AM,1_72,B相充电桩电,1,25,100,7173,7173,0,8800,0,33,0,0,4,90.565
5039,12/28/21 9:15:46 AM,1_65,四个充电桩�,1,25,46,7206,7206,0,10000,0,33,35,0,4,90.695
11129,12/28/21 9:15:49 AM,1_51,配电箱总功�,1,50,100,7676,7676,0,30000,8800,35,0,0,7,119.624
9590,12/28/21 9:15:49 AM,1_61,A相电流上限,1,100,100,101,101,0,10000,0,0,0,0,1,8.491
6572,12/28/21 9:15:49 AM,1_63,C相电流上限,1,100,100,179,179,0,10000,0,1,0,0,1,13.719
8070,12/28/21 9:15:49 AM,1_62,B相电流上限,1,50,100,7396,7396,0,10000,0,33,0,0,5,97.372
590,12/28/21 9:15:49 AM,1_73,C相充电桩电,1,40,100,179,179,0,0,0,1,0,0,1,13.712
3554,12/28/21 9:15:49 AM,1_71,A相充电桩电,1,40,100,101,101,0,8800,0,0,0,0,1,8.497
2050,12/28/21 9:15:49 AM,1_72,B相充电桩电,1,25,100,7206,7206,0,8800,0,33,0,0,4,90.619
12138,12/28/21 9:15:49 AM,1_4,4号充电桩,1,100,100,2404,2404,0,0,0,10,0,0,1,27.538
12649,12/28/21 9:15:49 AM,1_3,3号充电桩,1,100,100,1956,1956,0,0,0,8,0,0,1,16.647
13436,12/28/21 9:15:50 AM,1_2,2号充电桩,1,100,100,1706,1706,0,0,0,7,0,0,1,26.474
15502,12/28/21 9:15:50 AM,1_1,1号充电桩,1,100,100,1140,1140,0,0,0,5,0,0,1,18.89
14487,12/28/21 9:15:50 AM,1_11,充电桩上电,1,25,100,7206,7206,0,0,0,33,0,0,4,90.486
9591,12/28/21 9:16:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.491
6573,12/28/21 9:16:02 AM,1_63,C相电流上限,1,100,100,182,182,0,10000,0,1,0,0,1,13.72
591,12/28/21 9:16:02 AM,1_73,C相充电桩电,1,40,100,182,182,0,0,0,1,0,0,1,13.713
3555,12/28/21 9:16:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.497
14488,12/28/21 9:16:02 AM,1_11,充电桩上电,1,25,100,7213,7213,0,0,0,33,0,0,4,90.51
2051,12/28/21 9:16:02 AM,1_72,B相充电桩电,1,25,100,7213,7213,0,8800,0,33,0,0,4,90.643
12139,12/28/21 9:16:02 AM,1_4,4号充电桩,1,100,100,2415,2415,0,0,0,11,0,0,1,27.546
13437,12/28/21 9:16:02 AM,1_2,2号充电桩,1,100,100,1701,1701,0,0,0,7,0,0,1,26.48
12650,12/28/21 9:16:02 AM,1_3,3号充电桩,1,100,100,1956,1956,0,0,0,8,0,0,1,16.654
15503,12/28/21 9:16:02 AM,1_1,1号充电桩,1,100,100,1141,1141,0,0,0,5,0,0,1,18.894
11130,12/28/21 9:16:12 AM,1_51,配电箱总功�,1,50,100,7712,7712,0,30000,8800,35,0,0,7,119.673
8071,12/28/21 9:16:18 AM,1_62,B相电流上限,1,50,100,7410,7410,0,10000,0,33,0,0,5,97.429
5040,12/28/21 9:16:46 AM,1_65,四个充电桩�,1,25,46,7215,7215,0,10000,0,33,35,0,4,90.814
9592,12/28/21 9:17:03 AM,1_61,A相电流上限,1,100,100,101,101,0,10000,0,0,0,0,1,8.493
6574,12/28/21 9:17:03 AM,1_63,C相电流上限,1,100,100,179,179,0,10000,0,1,0,0,1,13.723
592,12/28/21 9:17:03 AM,1_73,C相充电桩电,1,40,100,179,179,0,0,0,1,0,0,1,13.716
3556,12/28/21 9:17:03 AM,1_71,A相充电桩电,1,40,100,101,101,0,8800,0,0,0,0,1,8.499
2052,12/28/21 9:17:03 AM,1_72,B相充电桩电,1,25,100,7218,7218,0,8800,0,33,0,0,4,90.763
14489,12/28/21 9:17:03 AM,1_11,充电桩上电,1,25,100,7218,7218,0,0,0,33,0,0,4,90.631
13438,12/28/21 9:17:03 AM,1_2,2号充电桩,1,100,100,1706,1706,0,0,0,7,0,0,1,26.508
12140,12/28/21 9:17:03 AM,1_4,4号充电桩,1,100,100,2417,2417,0,0,0,10,0,0,1,27.586
15504,12/28/21 9:17:03 AM,1_1,1号充电桩,1,100,100,1139,1139,0,0,0,5,0,0,1,18.913
12651,12/28/21 9:17:03 AM,1_3,3号充电桩,1,100,100,1956,1956,0,0,0,8,0,0,1,16.686
11131,12/28/21 9:17:13 AM,1_51,配电箱总功�,1,50,100,7684,7684,0,30000,8800,35,0,0,7,119.801
8072,12/28/21 9:17:16 AM,1_62,B相电流上限,1,50,100,7404,7404,0,10000,0,33,0,0,5,97.549
5041,12/28/21 9:17:47 AM,1_65,四个充电桩�,1,25,46,7215,7215,0,10000,0,33,35,0,4,90.936
9593,12/28/21 9:18:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.494
6575,12/28/21 9:18:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.726
593,12/28/21 9:18:02 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.718
3557,12/28/21 9:18:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.5
14490,12/28/21 9:18:02 AM,1_11,充电桩上电,1,25,100,7233,7233,0,0,0,33,0,0,4,90.749
2053,12/28/21 9:18:02 AM,1_72,B相充电桩电,1,25,100,7233,7233,0,8800,0,33,0,0,4,90.882
13439,12/28/21 9:18:02 AM,1_2,2号充电桩,1,100,100,1709,1709,0,0,0,7,0,0,1,26.536
12141,12/28/21 9:18:02 AM,1_4,4号充电桩,1,100,100,2428,2428,0,0,0,11,0,0,1,27.626
12652,12/28/21 9:18:02 AM,1_3,3号充电桩,1,100,100,1956,1956,0,0,0,8,0,0,1,16.718
15505,12/28/21 9:18:02 AM,1_1,1号充电桩,1,100,100,1140,1140,0,0,0,5,0,0,1,18.932
11132,12/28/21 9:18:13 AM,1_51,配电箱总功�,1,50,100,7682,7682,0,30000,8800,35,0,0,7,119.927
8073,12/28/21 9:18:16 AM,1_62,B相电流上限,1,50,100,7415,7415,0,10000,0,33,0,0,5,97.672
5042,12/28/21 9:18:46 AM,1_65,四个充电桩�,1,25,46,7219,7219,0,10000,0,33,35,0,4,91.052
9594,12/28/21 9:19:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.496
594,12/28/21 9:19:02 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.721
6576,12/28/21 9:19:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.729
3558,12/28/21 9:19:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.502
14491,12/28/21 9:19:02 AM,1_11,充电桩上电,1,25,100,7230,7230,0,0,0,33,0,0,4,90.87
2054,12/28/21 9:19:02 AM,1_72,B相充电桩电,1,25,100,7230,7230,0,8800,0,33,0,0,4,91.002
13440,12/28/21 9:19:02 AM,1_2,2号充电桩,1,100,100,1705,1705,0,0,0,7,0,0,1,26.565
15506,12/28/21 9:19:02 AM,1_1,1号充电桩,1,100,100,1141,1141,0,0,0,5,0,0,1,18.951
12653,12/28/21 9:19:02 AM,1_3,3号充电桩,1,100,100,1956,1956,0,0,0,8,0,0,1,16.751
11133,12/28/21 9:19:12 AM,1_51,配电箱总功�,1,50,100,7690,7690,0,30000,8800,35,0,0,7,120.053
8074,12/28/21 9:19:16 AM,1_62,B相电流上限,1,50,100,7422,7422,0,10000,0,33,0,0,5,97.794
5043,12/28/21 9:19:47 AM,1_65,四个充电桩�,1,25,46,7223,7223,0,10000,0,33,35,0,4,91.173
9595,12/28/21 9:20:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.498
6577,12/28/21 9:20:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.731
595,12/28/21 9:20:03 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.724
3559,12/28/21 9:20:03 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.504
2055,12/28/21 9:20:03 AM,1_72,B相充电桩电,1,25,100,7217,7217,0,8800,0,33,0,0,4,91.122
14492,12/28/21 9:20:03 AM,1_11,充电桩上电,1,25,100,7217,7217,0,0,0,33,0,0,4,90.99
13441,12/28/21 9:20:03 AM,1_2,2号充电桩,1,100,100,1701,1701,0,0,0,7,0,0,1,26.593
12142,12/28/21 9:20:03 AM,1_4,4号充电桩,1,100,100,2417,2417,0,0,0,11,0,0,1,27.707
12654,12/28/21 9:20:03 AM,1_3,3号充电桩,1,100,100,1957,1957,0,0,0,8,0,0,1,16.784
15507,12/28/21 9:20:03 AM,1_1,1号充电桩,1,100,100,1142,1142,0,0,0,5,0,0,1,18.97
11134,12/28/21 9:20:12 AM,1_51,配电箱总功�,1,50,100,7674,7674,0,30000,8800,35,0,0,7,120.181
8075,12/28/21 9:20:16 AM,1_62,B相电流上限,1,50,100,7406,7406,0,10000,0,33,0,0,5,97.917
5044,12/28/21 9:20:46 AM,1_65,四个充电桩�,1,25,46,7209,7209,0,10000,0,33,35,0,4,91.291
9596,12/28/21 9:21:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.499
596,12/28/21 9:21:02 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.727
3560,12/28/21 9:21:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.505
6578,12/28/21 9:21:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.734
2056,12/28/21 9:21:02 AM,1_72,B相充电桩电,1,25,100,7219,7219,0,8800,0,33,0,0,4,91.241
13442,12/28/21 9:21:02 AM,1_2,2号充电桩,1,100,100,1702,1702,0,0,0,7,0,0,1,26.621
14493,12/28/21 9:21:02 AM,1_11,充电桩上电,1,25,100,7219,7219,0,0,0,33,0,0,4,91.108
12655,12/28/21 9:21:02 AM,1_3,3号充电桩,1,100,100,1958,1958,0,0,0,8,0,0,1,16.816
15508,12/28/21 9:21:02 AM,1_1,1号充电桩,1,100,100,1142,1142,0,0,0,5,0,0,1,18.989
11135,12/28/21 9:21:12 AM,1_51,配电箱总功�,1,50,100,7670,7670,0,30000,8800,35,0,0,7,120.309
8076,12/28/21 9:21:16 AM,1_62,B相电流上限,1,50,100,7406,7406,0,10000,0,33,0,0,5,98.041
5045,12/28/21 9:21:47 AM,1_65,四个充电桩�,1,25,46,7214,7214,0,10000,0,33,35,0,4,91.411
9597,12/28/21 9:22:02 AM,1_61,A相电流上限,1,100,100,101,101,0,10000,0,0,0,0,1,8.501
6579,12/28/21 9:22:02 AM,1_63,C相电流上限,1,100,100,179,179,0,10000,0,1,0,0,1,13.737
597,12/28/21 9:22:02 AM,1_73,C相充电桩电,1,40,100,179,179,0,0,0,1,0,0,1,13.73
3561,12/28/21 9:22:02 AM,1_71,A相充电桩电,1,40,100,101,101,0,8800,0,0,0,0,1,8.507
14494,12/28/21 9:22:02 AM,1_11,充电桩上电,1,25,100,7235,7235,0,0,0,33,0,0,4,91.229
2057,12/28/21 9:22:02 AM,1_72,B相充电桩电,1,25,100,7235,7235,0,8800,0,33,0,0,4,91.361
12143,12/28/21 9:22:02 AM,1_4,4号充电桩,1,100,100,2431,2431,0,0,0,11,0,0,1,27.787
13443,12/28/21 9:22:02 AM,1_2,2号充电桩,1,100,100,1704,1704,0,0,0,7,0,0,1,26.649
12656,12/28/21 9:22:02 AM,1_3,3号充电桩,1,100,100,1960,1960,0,0,0,8,0,0,1,16.848
15509,12/28/21 9:22:02 AM,1_1,1号充电桩,1,100,100,1140,1140,0,0,0,5,0,0,1,19.008
11136,12/28/21 9:22:12 AM,1_51,配电箱总功�,1,50,100,7681,7681,0,30000,8800,35,0,0,7,120.435
8077,12/28/21 9:22:16 AM,1_62,B相电流上限,1,50,100,7414,7414,0,10000,0,33,0,0,5,98.162
5046,12/28/21 9:22:47 AM,1_65,四个充电桩�,1,25,46,7218,7218,0,10000,0,33,35,0,4,91.529
9598,12/28/21 9:23:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.503
6580,12/28/21 9:23:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.74
598,12/28/21 9:23:02 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.733
2058,12/28/21 9:23:02 AM,1_72,B相充电桩电,1,25,100,7221,7221,0,8800,0,33,0,0,4,91.48
3562,12/28/21 9:23:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.509
14495,12/28/21 9:23:02 AM,1_11,充电桩上电,1,25,100,7221,7221,0,0,0,33,0,0,4,91.347
12144,12/28/21 9:23:02 AM,1_4,4号充电桩,1,100,100,2422,2422,0,0,0,11,0,0,1,27.827
13444,12/28/21 9:23:02 AM,1_2,2号充电桩,1,100,100,1701,1701,0,0,0,7,0,0,1,26.677
15510,12/28/21 9:23:02 AM,1_1,1号充电桩,1,100,100,1140,1140,0,0,0,5,0,0,1,19.026
12657,12/28/21 9:23:02 AM,1_3,3号充电桩,1,100,100,1958,1958,0,0,0,8,0,0,1,16.881
11137,12/28/21 9:23:12 AM,1_51,配电箱总功�,1,50,100,7686,7686,0,30000,8800,35,0,0,7,120.563
8078,12/28/21 9:23:16 AM,1_62,B相电流上限,1,50,100,7407,7407,0,10000,0,33,0,0,5,98.286
5047,12/28/21 9:23:46 AM,1_65,四个充电桩�,1,25,46,7205,7205,0,10000,0,33,35,0,4,91.647
9599,12/28/21 9:24:03 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.504
6581,12/28/21 9:24:03 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.743
599,12/28/21 9:24:03 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.735
3563,12/28/21 9:24:03 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.51
14496,12/28/21 9:24:03 AM,1_11,充电桩上电,1,25,100,7215,7215,0,0,0,33,0,0,4,91.468
2059,12/28/21 9:24:03 AM,1_72,B相充电桩电,1,25,100,7215,7215,0,8800,0,33,0,0,4,91.6
12145,12/28/21 9:24:03 AM,1_4,4号充电桩,1,100,100,2415,2415,0,0,0,11,0,0,1,27.867
13445,12/28/21 9:24:03 AM,1_2,2号充电桩,1,100,100,1699,1699,0,0,0,7,0,0,1,26.706
15511,12/28/21 9:24:03 AM,1_1,1号充电桩,1,100,100,1141,1141,0,0,0,5,0,0,1,19.045
12658,12/28/21 9:24:03 AM,1_3,3号充电桩,1,100,100,1960,1960,0,0,0,8,0,0,1,16.913
11138,12/28/21 9:24:13 AM,1_51,配电箱总功�,1,50,100,7676,7676,0,30000,8800,35,0,0,7,120.693
8079,12/28/21 9:24:17 AM,1_62,B相电流上限,1,50,100,7409,7409,0,10000,0,33,0,0,5,98.409
5048,12/28/21 9:24:46 AM,1_65,四个充电桩�,1,25,46,7216,7216,0,10000,0,33,35,0,4,91.766
9600,12/28/21 9:25:02 AM,1_61,A相电流上限,1,100,100,101,101,0,10000,0,0,0,0,1,8.506
6582,12/28/21 9:25:02 AM,1_63,C相电流上限,1,100,100,179,179,0,10000,0,1,0,0,1,13.746
3564,12/28/21 9:25:02 AM,1_71,A相充电桩电,1,40,100,101,101,0,8800,0,0,0,0,1,8.512
600,12/28/21 9:25:02 AM,1_73,C相充电桩电,1,40,100,179,179,0,0,0,1,0,0,1,13.738
14497,12/28/21 9:25:02 AM,1_11,充电桩上电,1,25,100,7224,7224,0,0,0,33,0,0,4,91.586
2060,12/28/21 9:25:02 AM,1_72,B相充电桩电,1,25,100,7224,7224,0,8800,0,33,0,0,4,91.718
13446,12/28/21 9:25:02 AM,1_2,2号充电桩,1,100,100,1700,1700,0,0,0,7,0,0,1,26.733
12146,12/28/21 9:25:02 AM,1_4,4号充电桩,1,100,100,2422,2422,0,0,0,11,0,0,1,27.906
12659,12/28/21 9:25:02 AM,1_3,3号充电桩,1,100,100,1961,1961,0,0,0,8,0,0,1,16.945
15512,12/28/21 9:25:02 AM,1_1,1号充电桩,1,100,100,1141,1141,0,0,0,5,0,0,1,19.064
11139,12/28/21 9:25:12 AM,1_51,配电箱总功�,1,50,100,7695,7695,0,30000,8800,35,0,0,7,120.817
8080,12/28/21 9:25:16 AM,1_62,B相电流上限,1,50,100,7411,7411,0,10000,0,33,0,0,5,98.531
5049,12/28/21 9:25:46 AM,1_65,四个充电桩�,1,25,46,7219,7219,0,10000,0,33,35,0,4,91.884
6583,12/28/21 9:26:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.748
9601,12/28/21 9:26:02 AM,1_61,A相电流上限,1,100,100,101,101,0,10000,0,0,0,0,1,8.508
601,12/28/21 9:26:02 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.741
3565,12/28/21 9:26:02 AM,1_71,A相充电桩电,1,40,100,101,101,0,8800,0,0,0,0,1,8.514
14498,12/28/21 9:26:02 AM,1_11,充电桩上电,1,25,100,7220,7220,0,0,0,33,0,0,4,91.706
2061,12/28/21 9:26:02 AM,1_72,B相充电桩电,1,25,100,7220,7220,0,8800,0,33,0,0,4,91.839
12147,12/28/21 9:26:02 AM,1_4,4号充电桩,1,100,100,2415,2415,0,0,0,11,0,0,1,27.947
13447,12/28/21 9:26:02 AM,1_2,2号充电桩,1,100,100,1702,1702,0,0,0,7,0,0,1,26.762
12660,12/28/21 9:26:02 AM,1_3,3号充电桩,1,100,100,1962,1962,0,0,0,8,0,0,1,16.978
15513,12/28/21 9:26:02 AM,1_1,1号充电桩,1,100,100,1141,1141,0,0,0,5,0,0,1,19.083
11140,12/28/21 9:26:12 AM,1_51,配电箱总功�,1,50,100,7682,7682,0,30000,8800,35,0,0,7,120.943
8081,12/28/21 9:26:17 AM,1_62,B相电流上限,1,50,100,7401,7401,0,10000,0,33,0,0,5,98.654
5050,12/28/21 9:26:47 AM,1_65,四个充电桩�,1,25,46,7201,7201,0,10000,0,33,35,0,4,92.004
9602,12/28/21 9:27:03 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.509
602,12/28/21 9:27:03 AM,1_73,C相充电桩电,1,40,100,203,203,0,0,0,1,0,0,1,13.744
3566,12/28/21 9:27:03 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.515
6584,12/28/21 9:27:03 AM,1_63,C相电流上限,1,100,100,203,203,0,10000,0,1,0,0,1,13.752
2062,12/28/21 9:27:03 AM,1_72,B相充电桩电,1,25,100,7170,7170,0,8800,0,33,0,0,4,91.958
13448,12/28/21 9:27:03 AM,1_2,2号充电桩,1,100,100,1692,1692,0,0,0,7,0,0,1,26.79
14499,12/28/21 9:27:03 AM,1_11,充电桩上电,1,25,100,7170,7170,0,0,0,33,0,0,4,91.826
12148,12/28/21 9:27:03 AM,1_4,4号充电桩,1,100,100,2417,2417,0,0,0,11,0,0,1,27.987
12661,12/28/21 9:27:03 AM,1_3,3号充电桩,1,100,100,1920,1920,0,0,0,8,0,0,1,17.01
15514,12/28/21 9:27:03 AM,1_1,1号充电桩,1,100,100,1141,1141,0,0,0,5,0,0,1,19.102
11141,12/28/21 9:27:12 AM,1_51,配电箱总功�,1,50,100,7691,7691,0,30000,8800,35,0,0,7,121.071
8082,12/28/21 9:27:16 AM,1_62,B相电流上限,1,50,100,7351,7351,0,10000,0,33,0,0,5,98.774
5051,12/28/21 9:27:46 AM,1_65,四个充电桩�,1,25,46,7188,7188,0,10000,0,33,35,0,4,92.122
9603,12/28/21 9:28:02 AM,1_61,A相电流上限,1,100,100,112,112,0,10000,0,0,0,0,1,8.511
6585,12/28/21 9:28:02 AM,1_63,C相电流上限,1,100,100,191,191,0,10000,0,1,0,0,1,13.755
603,12/28/21 9:28:02 AM,1_73,C相充电桩电,1,40,100,191,191,0,0,0,1,0,0,1,13.748
14500,12/28/21 9:28:02 AM,1_11,充电桩上电,1,25,100,7214,7214,0,0,0,33,0,0,4,91.944
3567,12/28/21 9:28:02 AM,1_71,A相充电桩电,1,40,100,112,112,0,8800,0,0,0,0,1,8.517
2063,12/28/21 9:28:02 AM,1_72,B相充电桩电,1,25,100,7214,7214,0,8800,0,33,0,0,4,92.076
12149,12/28/21 9:28:02 AM,1_4,4号充电桩,1,100,100,2415,2415,0,0,0,11,0,0,1,28.027
13449,12/28/21 9:28:02 AM,1_2,2号充电桩,1,100,100,1700,1700,0,0,0,7,0,0,1,26.818
15515,12/28/21 9:28:02 AM,1_1,1号充电桩,1,100,100,1140,1140,0,0,0,5,0,0,1,19.121
12662,12/28/21 9:28:02 AM,1_3,3号充电桩,1,100,100,1959,1959,0,0,0,8,0,0,1,17.042
11142,12/28/21 9:28:12 AM,1_51,配电箱总功�,1,50,100,7720,7720,0,30000,8800,35,0,0,7,121.198
8083,12/28/21 9:28:17 AM,1_62,B相电流上限,1,50,100,7405,7405,0,10000,0,33,0,0,5,98.898
5052,12/28/21 9:28:47 AM,1_65,四个充电桩�,1,25,46,7220,7220,0,10000,0,33,35,0,4,92.242
604,12/28/21 9:29:02 AM,1_73,C相充电桩电,1,40,100,179,179,0,0,0,1,0,0,1,13.751
6586,12/28/21 9:29:02 AM,1_63,C相电流上限,1,100,100,179,179,0,10000,0,1,0,0,1,13.758
9604,12/28/21 9:29:02 AM,1_61,A相电流上限,1,100,100,112,112,0,10000,0,0,0,0,1,8.513
3568,12/28/21 9:29:02 AM,1_71,A相充电桩电,1,40,100,112,112,0,8800,0,0,0,0,1,8.519
14501,12/28/21 9:29:02 AM,1_11,充电桩上电,1,25,100,7220,7220,0,0,0,33,0,0,4,92.064
2064,12/28/21 9:29:02 AM,1_72,B相充电桩电,1,25,100,7220,7220,0,8800,0,33,0,0,4,92.197
12150,12/28/21 9:29:02 AM,1_4,4号充电桩,1,100,100,2420,2420,0,0,0,11,0,0,1,28.067
13450,12/28/21 9:29:02 AM,1_2,2号充电桩,1,100,100,1698,1698,0,0,0,7,0,0,1,26.846
15516,12/28/21 9:29:02 AM,1_1,1号充电桩,1,100,100,1141,1141,0,0,0,5,0,0,1,19.14
12663,12/28/21 9:29:02 AM,1_3,3号充电桩,1,100,100,1961,1961,0,0,0,8,0,0,1,17.075
11143,12/28/21 9:29:12 AM,1_51,配电箱总功�,1,50,100,7704,7704,0,30000,8800,35,0,0,7,121.326
8084,12/28/21 9:29:16 AM,1_62,B相电流上限,1,50,100,7413,7413,0,10000,0,33,0,0,5,99.019
5053,12/28/21 9:29:46 AM,1_65,四个充电桩�,1,25,46,7218,7218,0,10000,0,33,35,0,4,92.36
605,12/28/21 9:30:02 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.753
6587,12/28/21 9:30:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.761
9605,12/28/21 9:30:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.515
3569,12/28/21 9:30:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.521
2065,12/28/21 9:30:02 AM,1_72,B相充电桩电,1,25,100,7204,7204,0,8800,0,33,0,0,4,92.317
14502,12/28/21 9:30:02 AM,1_11,充电桩上电,1,25,100,7204,7204,0,0,0,33,0,0,4,92.184
13451,12/28/21 9:30:02 AM,1_2,2号充电桩,1,100,100,1702,1702,0,0,0,7,0,0,1,26.874
12151,12/28/21 9:30:02 AM,1_4,4号充电桩,1,100,100,2400,2400,0,0,0,10,0,0,1,28.107
15517,12/28/21 9:30:02 AM,1_1,1号充电桩,1,100,100,1140,1140,0,0,0,5,0,0,1,19.159
12664,12/28/21 9:30:02 AM,1_3,3号充电桩,1,100,100,1962,1962,0,0,0,8,0,0,1,17.107
11144,12/28/21 9:30:12 AM,1_51,配电箱总功�,1,50,100,7680,7680,0,30000,8800,35,0,0,7,121.454
8085,12/28/21 9:30:17 AM,1_62,B相电流上限,1,50,100,7413,7413,0,10000,0,33,0,0,5,99.143
5054,12/28/21 9:30:46 AM,1_65,四个充电桩�,1,25,46,7226,7226,0,10000,0,33,35,0,4,92.481
11145,12/28/21 9:30:50 AM,1_51,配电箱总功�,1,50,100,7695,7695,0,30000,8800,35,0,0,7,121.533
9606,12/28/21 9:30:50 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.516
6588,12/28/21 9:30:50 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.763
8086,12/28/21 9:30:50 AM,1_62,B相电流上限,1,50,100,7428,7428,0,10000,0,33,0,0,5,99.211
606,12/28/21 9:30:50 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.755
3570,12/28/21 9:30:50 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.522
2066,12/28/21 9:30:50 AM,1_72,B相充电桩电,1,25,100,7229,7229,0,8800,0,33,0,0,4,92.411
5055,12/28/21 9:30:50 AM,1_65,四个充电桩�,1,25,46,7229,7229,0,10000,0,33,35,0,4,92.487
12152,12/28/21 9:30:50 AM,1_4,4号充电桩,1,100,100,2426,2426,0,0,0,11,0,0,1,28.139
